id,qname,heading,text,type,diagram,website,updated
,predecessorOf,predecessor of (0..*),"This property indicates that the subject is a previous, often discontinued variant of the gr:ProductOrServiceModel used as the object.

Example: Golf III predecessorOf Golf IV

This relation is transitive.",ObjectProperty,,http://purl.org/goodrelations/v1/predecessorOf,2026-07-23T22:28:42.091037
,successorOf,successor of (0..*),"This property indicates that the subject is a newer, often updated or improved variant of the gr:ProductOrServiceModel used as the object.

Example: Golf III successorOf Golf II

This relation is transitive.",ObjectProperty,,http://purl.org/goodrelations/v1/successorOf,2026-07-23T22:28:42.091037
,quantitativeProductOrServiceProperty,quantitative product or service property (0..*),"This is the super property of all quantitative  properties for products and services. All properties in product or service ontologies that specify quantitative characteristics, for which an interval is at least theoretically an appropriate value, are subproperties of this property.",ObjectProperty,,http://purl.org/goodrelations/v1/quantitativeProductOrServiceProperty,2026-07-23T22:28:42.091037
,amountOfThisGood,amount of this good (1..1),This property specifies the quantity of the goods included in the gr:Offering via this gr:TypeAndQuantityNode. The quantity is given in the unit of measurement attached to the gr:TypeAndQuantityNode.,DatatypeProperty,,http://purl.org/goodrelations/v1/amountOfThisGood,2026-07-23T22:28:42.091037
,availabilityEnds,availability ends (0..1),"This property specifies the end of the availability of the gr:ProductOrService included in the gr:Offering.
The difference to the properties gr:validFrom and gr:validThrough is that those specify the period of time during which the offer is valid and can be accepted.

Example: I offer to lease my boat for the period of August 1 - August 31, 2010, but you must accept by offer no later than July 15.

A time-zone should be specified. For a time in GMT/UTC, simply add a ""Z"" following the time:

2008",DatatypeProperty,,http://purl.org/goodrelations/v1/availabilityEnds,2026-07-23T22:28:42.091037
,availabilityStarts,availability starts (0..1),"This property specifies the beginning of the availability of the gr:ProductOrService included in the gr:Offering.
The difference to the properties gr:validFrom and gr:validThrough is that those specify the period of time during which the offer is valid and can be accepted.

Example: I offer to lease my boat for the period of August 1 - August 31, 2010, but you must accept by offer no later than July 15.

A time-zone should be specified. For a time in GMT/UTC, simply add a ""Z"" following the time:",DatatypeProperty,,http://purl.org/goodrelations/v1/availabilityStarts,2026-07-23T22:28:42.091037
,billingIncrement,billing increment (0..1),"This property specifies the minimal quantity and rounding increment that will be the basis for the billing. 
The unit of measurement is specified by the UN/CEFACT code attached to the gr:UnitPriceSpecification via the gr:hasUnitOfMeasurement property.

Examples: 
- The price for gasoline is 4 USD per gallon at the pump, but you will be charged in units of 0.1 gallons.
- The price for legal consulting is 100 USD per hour, but you will be charged in units of 15 minutes.

This property makes sense ",DatatypeProperty,,http://purl.org/goodrelations/v1/billingIncrement,2026-07-23T22:28:42.091037
,category,category (0..*),"The name of a category to which this gr:ProductOrService, gr:Offering, gr:BusinessEntity, or gr:Location belongs.
	
Note 1: For products, it is better to add an rdf:type statement referring to a GoodRelations-compliant ontology for vertical industries instead, but if you just have a short text label, gr:category is simpler.
Note 2: You can use greater signs or slashes to informally indicate a category hierarchy, e.g. ""restaurants/asian_restaurants"" or ""cables > usb_cables""
",DatatypeProperty,,http://purl.org/goodrelations/v1/category,2026-07-23T22:28:42.091037
,closes,closes (1..1),"The closing  hour of the gr:Location on the given gr:DayOfWeek.
If no time-zone suffix is included, the time is given in the local time valid at the gr:Location.

For a time in GMT/UTC, simply add a ""Z"" following the time:

09:30:10Z.

Alternatively, you can specify an offset from the UTC time by adding a positive or negative time following the time:

09:30:10-09:00

09:30:10+09:00.

Note 1: Use 00:00:00 for the first second of the respective day and 23:59:59 for the last second of that day.
Not",DatatypeProperty,,http://purl.org/goodrelations/v1/closes,2026-07-23T22:28:42.091037
,color,color (0..1),The color of the product.,DatatypeProperty,,http://purl.org/goodrelations/v1/color,2026-07-23T22:28:42.091037
,condition,condition (0..1),"A textual description of the condition of the product or service, or the products or services included in the offer (when attached to a gr:Offering)",DatatypeProperty,,http://purl.org/goodrelations/v1/condition,2026-07-23T22:28:42.091037
,durationOfWarrantyInMonths,duration of warranty in months (0..1),This property specifies the duration of the gr:WarrantyPromise in months.,DatatypeProperty,,http://purl.org/goodrelations/v1/durationOfWarrantyInMonths,2026-07-23T22:28:42.091037
,eligibleRegions,eligible regions (0..*),"This property specifies the geo-political region or regions for which the gr:Offering, gr:License, or gr:DeliveryChargeSpecification is valid using the two-character version of ISO 3166-1 (ISO 3166-1 alpha-2)  for regions or ISO 3166-2 , which breaks down the countries from ISO 3166-1 into administrative subdivisions.

Important: Do NOT use 3-letter ISO 3166-1 codes!",DatatypeProperty,,http://purl.org/goodrelations/v1/eligibleRegions,2026-07-23T22:28:42.091037
,hasCurrency,has currency (1..1),The currency for all prices in the gr:PriceSpecification given using the ISO 4217 standard (3 characters).,DatatypeProperty,,http://purl.org/goodrelations/v1/hasCurrency,2026-07-23T22:28:42.091037
,hasCurrencyValue,has currency value (0..1),"This property specifies the amount of money for a price per unit, shipping charges, or payment charges. The currency and other relevant details are attached to the respective gr:PriceSpecification etc.

For a gr:UnitPriceSpecification, this is the price for one unit or bundle (as specified in the unit of measurement of the unit price specification) of the respective gr:ProductOrService. For a gr:DeliveryChargeSpecification or a gr:PaymentChargeSpecification, it is the price per delivery or payme",DatatypeProperty,,http://purl.org/goodrelations/v1/hasCurrencyValue,2026-07-23T22:28:42.091037
,hasDUNS,has DUNS (0..1),The Dun & Bradstreet DUNS number for identifying a gr:BusinessEntity. The Dun & Bradstreet DUNS is a nine-digit number used to identify legal entities (but usually not branches or locations of logistical importance only).,DatatypeProperty,,http://purl.org/goodrelations/v1/hasDUNS,2026-07-23T22:28:42.091037
,hasEAN_UCC-13,has EAN/UCC-13 (0..*),"The EAN·UCC-13 code of the given gr:ProductOrService or gr:Offering. This code is now officially called GTIN-13 (Global Trade Identifier Number) or EAN·UCC-13. Former 12-digit UPC codes can be converted into EAN·UCC-13 code by simply adding a preceeding zero.

Note 1: When using this property for searching by 12-digit UPC codes, you must add a preceeding zero digit.
Note 2: As of January 1, 2007, the former ISBN numbers for books etc. have been integrated into the EAN·UCC-13 code. For each old I",DatatypeProperty,,http://purl.org/goodrelations/v1/hasEAN_UCC-13,2026-07-23T22:28:42.091037
,hasGTIN-14,has GTIN-14 (0..*),The Global Trade Item Number (GTIN-14) of the given gr:ProductOrService or gr:Offering.,DatatypeProperty,,http://purl.org/goodrelations/v1/hasGTIN-14,2026-07-23T22:28:42.091037
,hasGTIN-8,has GTIN-8 (0..*),"The 8-digit Global Trade Item Number (GTIN-8) of the given gr:ProductOrService or gr:Offering, also known as EAN/UCC-8 (8-digit EAN).",DatatypeProperty,,http://purl.org/goodrelations/v1/hasGTIN-8,2026-07-23T22:28:42.091037
,hasGlobalLocationNumber,has Global Location Number (0..1),"The Global Location Number (GLN, sometimes also referred to as International Location Number or ILN) of the respective gr:BusinessEntity or gr:Location.
The Global Location Number is a thirteen-digit number used to identify parties and physical locations.",DatatypeProperty,,http://purl.org/goodrelations/v1/hasGlobalLocationNumber,2026-07-23T22:28:42.091037
,hasISICv4,has ISIC v4 (0..*),"The International Standard of Industrial Classification of All Economic Activities (ISIC), Revision 4 code for a particular gr:BusinessEntity or gr:Location. See http://unstats.un.org/unsd/cr/registry/isic-4.asp for more information.

Note: While ISIC codes are sometimes misused for classifying products or services, they are designed and suited only for classifying business establishments.",DatatypeProperty,,http://purl.org/goodrelations/v1/hasISICv4,2026-07-23T22:28:42.091037
,hasMPN,has MPN (0..*),"The Manufacturer Part Number or MPN is a unique identifier for a product, service, or bundle from the perspective of a particular manufacturer. MPNs can be assigned to products or product datasheets, or bundles. Accordingly, the domain of this property is the union of gr:ProductOrService (the common superclass of goods and datasheets), and gr:Offering.

Important: Be careful when assuming two products or services instances or offering instances to be identical based on the MPN. Since MPNs are un",DatatypeProperty,,http://purl.org/goodrelations/v1/hasMPN,2026-07-23T22:28:42.091037
,hasNAICS,has NAICS (0..*),"The North American Industry Classification System (NAICS) code for a particular gr:BusinessEntity.
See http://www.census.gov/eos/www/naics/ for more details.

Note: While NAICS codes are sometimes misused for classifying products or services, they are designed and suited only for classifying business establishments.",DatatypeProperty,,http://purl.org/goodrelations/v1/hasNAICS,2026-07-23T22:28:42.091037
,hasStockKeepingUnit,has Stock Keeping Unit (0..*),"The Stock Keeping Unit, or SKU is a unique identifier for a product, service, or bundle from the perspective of a particular supplier, i.e. SKUs are mostly assigned and serialized at the merchant level. 
Examples of SKUs are the ordering or parts numbers used by a particular Web shop or catalog.

Consequently, the domain of gr:hasStockKeepingUnit is the union of the classes gr:Offering and gr:ProductOrService. 
If attached to a gr:Offering, the SKU will usually reflect a merchant-specific identi",DatatypeProperty,,http://purl.org/goodrelations/v1/hasStockKeepingUnit,2026-07-23T22:28:42.091037
,hasUnitOfMeasurement,has unit of measurement (1..1),"The unit of measurement for a gr:QuantitativeValue, a gr:UnitPriceSpecification, or a gr:TypeAndQuantityNode given using the UN/CEFACT Common Code (3 characters).",DatatypeProperty,,http://purl.org/goodrelations/v1/hasUnitOfMeasurement,2026-07-23T22:28:42.091037
,hasValue,has value (0..1),This subproperty specifies that the upper and lower limit of the given gr:QuantitativeValue are identical and have the respective value. It is a shortcut for such cases where a quantitative property is (at least practically) a single point value and not an interval.,DatatypeProperty,,http://purl.org/goodrelations/v1/hasValue,2026-07-23T22:28:42.091037
,hasValueFloat,has value float (0..1),This subproperty specifies that the upper and lower limit of the given gr:QuantitativeValueFloat are identical and have the respective float value. It is a shortcut for such cases where a quantitative property is (at least practically) a single point value and not an interval.,DatatypeProperty,,http://purl.org/goodrelations/v1/hasValueFloat,2026-07-23T22:28:42.091037
,hasValueInteger,has value integer (0..1),This subproperty specifies that the upper and lower limit of the given gr:QuantitativeValueInteger are identical and have the respective integer value. It is a shortcut for such cases where a quantitative property is (at least practically) a single point value and not an interval.,DatatypeProperty,,http://purl.org/goodrelations/v1/hasValueInteger,2026-07-23T22:28:42.091037
,isListPrice,is list price (DEPRECATED),"This boolean attribute indicates whether a gr:UnitPriceSpecification is a list price (usually a vendor recommendation) or not. ""true""  indicates it is a list price, ""false"" indicates it is not.
DEPRECATED. Use the gr:priceType property instead.",DatatypeProperty,,http://purl.org/goodrelations/v1/isListPrice,2026-07-23T22:28:42.091037
,legalName,legal name (0..1),The legal name of the gr:BusinessEntity.,DatatypeProperty,,http://purl.org/goodrelations/v1/legalName,2026-07-23T22:28:42.091037
,opens,opens (1..1),"The opening hour of the gr:Location on the given gr:DayOfWeek.
If no time-zone suffix is included, the time is given in the local time valid at the gr:Location.

For a time in GMT/UTC, simply add a ""Z"" following the time:

09:30:10Z.

Alternatively, you can specify an offset from the UTC time by adding a positive or negative time following the time:

09:30:10-09:00

or

09:30:10+09:00.

Note 1: Use 00:00:00 for the first second of the respective day and 23:59:59 for the last second of that day.
",DatatypeProperty,,http://purl.org/goodrelations/v1/opens,2026-07-23T22:28:42.091037
,priceType,price type (0..1),"This attribute can be used to distinguish multiple different price specifications for the same gr:Offering. It supersedes the former gr:isListPrice property. The following values are recommended:

The absence of this property marks the actual sales price.

SRP: ""suggested retail price"" - applicable for all sorts of a non-binding retail price recommendations, e.g. such published by the manufacturer or the distributor. This value replaces the former gr:isListPrice property.

INVOICE: The invoice p",DatatypeProperty,,http://purl.org/goodrelations/v1/priceType,2026-07-23T22:28:42.091037
,serialNumber,serial number (0..*),"The serial number or any alphanumeric identifier of a particular product. Note that serial number are unique only for the same brand or the same model, so you cannot infer from two occurrences of the same serial number that the objects to which they are attached are identical.

This property can also be attached to a gr:Offering in cases where the included products are not modeled in more detail.",DatatypeProperty,,http://purl.org/goodrelations/v1/serialNumber,2026-07-23T22:28:42.091037
,taxID,Tax ID (0..1),"The Tax / Fiscal ID of the gr:BusinessEntity, e.g. the TIN in the US or the CIF/NIF in Spain. It is usually assigned by the country of residence",DatatypeProperty,,http://purl.org/goodrelations/v1/taxID,2026-07-23T22:28:42.091037
,validFrom,valid from (0..1),"This property specifies the beginning of the validity of the gr:Offering, gr:PriceSpecification, gr:License, or gr:OpeningHoursSpecification.
A time-zone should be specified. For a time in GMT/UTC, simply add a ""Z"" following the time:

2008-05-30T09:30:10Z.

Alternatively, you can specify an offset from the UTC time by adding a positive or negative time following the time:

2008-05-30T09:30:10-09:00

or

2008-05-30T09:30:10+09:00.

Note: If multiple contradicting instances of a gr:Offering, gr:P",DatatypeProperty,,http://purl.org/goodrelations/v1/validFrom,2026-07-23T22:28:42.091037
,validThrough,valid through (0..1),"This property specifies the end of the validity of the gr:Offering, gr:PriceSpecification, gr:License, or gr:OpeningHoursSpecification.
A time-zone should be specified. For a time in GMT/UTC, simply add a ""Z"" following the time:

2008-05-30T09:30:10Z.

Alternatively, you can specify an offset from the UTC time by adding a positive or negative time following the time:

2008-05-30T09:30:10-09:00

or
2008-05-30T09:30:10+09:00.

Note 1: If multiple contradicting instances of a gr:Offering, gr:PriceS",DatatypeProperty,,http://purl.org/goodrelations/v1/validThrough,2026-07-23T22:28:42.091037
,valueAddedTaxIncluded,value added tax included (0..1),"This property specifies whether the applicable value-added tax (VAT)  is included in the price of the gr:PriceSpecification or not.

Note: This is a simple representation which may not properly reflect all details of local taxation.",DatatypeProperty,,http://purl.org/goodrelations/v1/valueAddedTaxIncluded,2026-07-23T22:28:42.091037
,vatID,VAT ID (0..1),The Value-added Tax ID of the gr:BusinessEntity. See http://en.wikipedia.org/wiki/Value_added_tax_identification_number for details.,DatatypeProperty,,http://purl.org/goodrelations/v1/vatID,2026-07-23T22:28:42.091037
,datatypeProductOrServiceProperty,datatype product or service property (0..*),"This property is the super property for all pure datatype properties that can be used to describe a gr:ProductOrService.

In products and services ontologies, only such properties that are no quantitative properties and that have no predefined gr:QualitativeValue instances are subproperties of this property. In practice, this refers to a few integer properties for which the integer value represents qualitative aspects, for string datatypes (as long as no predefined values exist), for boolean dat",DatatypeProperty,,http://purl.org/goodrelations/v1/datatypeProductOrServiceProperty,2026-07-23T22:28:42.091037
,description,description (0..1),"A short textual description of the resource. 

This property is semantically equivalent to rdfs:comment and just meant as a handy shortcut for marking up data.",DatatypeProperty,,http://purl.org/goodrelations/v1/description,2026-07-23T22:28:42.091037
,hasMaxCurrencyValue,has max currency value (1..1),"This property specifies the UPPER BOUND of the amount of money for a price RANGE per unit, shipping charges, or payment charges. The currency and other relevant details are attached to the respective gr:PriceSpecification etc.
For a gr:UnitPriceSpecification, this is the UPPER BOUND for the price for one unit or bundle (as specified in the unit of measurement of the unit price specification) of the respective gr:ProductOrService. For a gr:DeliveryChargeSpecification or a gr:PaymentChargeSpecific",DatatypeProperty,,http://purl.org/goodrelations/v1/hasMaxCurrencyValue,2026-07-23T22:28:42.091037
,hasMaxValueFloat,has max value float (1..1),This property captures the upper limit of a gr:QuantitativeValueFloat instance.,DatatypeProperty,,http://purl.org/goodrelations/v1/hasMaxValueFloat,2026-07-23T22:28:42.091037
,hasMaxValueInteger,has max value integer (1..1),This property captures the upper limit of a gr:QuantitativeValueInteger instance.,DatatypeProperty,,http://purl.org/goodrelations/v1/hasMaxValueInteger,2026-07-23T22:28:42.091037
,hasMinCurrencyValue,has min currency value (1..1),"This property specifies the LOWER BOUND of the amount of money for a price RANGE per unit, shipping charges, or payment charges. The currency and other relevant details are attached to the respective gr:PriceSpecification etc.
For a gr:UnitPriceSpecification, this is the LOWER BOUND for the price for one unit or bundle (as specified in the unit of measurement of the unit price specification) of the respective gr:ProductOrService. For a gr:DeliveryChargeSpecification or a gr:PaymentChargeSpecific",DatatypeProperty,,http://purl.org/goodrelations/v1/hasMinCurrencyValue,2026-07-23T22:28:42.091037
,hasMinValueFloat,has min value float (1..1),This property captures the lower limit of a gr:QuantitativeValueFloat instance.,DatatypeProperty,,http://purl.org/goodrelations/v1/hasMinValueFloat,2026-07-23T22:28:42.091037
,hasMinValueInteger,has min value integer (1..1),This property captures the lower limit of a gr:QuantitativeValueInteger instance.,DatatypeProperty,,http://purl.org/goodrelations/v1/hasMinValueInteger,2026-07-23T22:28:42.091037
,name,name (0..1),"A short text describing the respective resource.

This property is semantically equivalent to dcterms:title and rdfs:label and just meant as a handy shortcut for marking up data.",DatatypeProperty,,http://purl.org/goodrelations/v1/name,2026-07-23T22:28:42.091037
,hasMaxValue,has max value (0..1),This property captures the upper limit of a gr:QuantitativeValue instance.,DatatypeProperty,,http://purl.org/goodrelations/v1/hasMaxValue,2026-07-23T22:28:42.091037
,hasMinValue,has min value (0..1),This property captures the lower limit of a gr:QuantitativeValue instance.,DatatypeProperty,,http://purl.org/goodrelations/v1/hasMinValue,2026-07-23T22:28:42.091037
